Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analisis perbandingan metode oversampling adaptive synthetic-nominal (adasyn-n) dan adaptive synthetic-knn (adsyn-knn) untuk data dengan fitur nominal-multi categories,"S Rahayu, TB Adji, NA Setiawan",5,2017,Comparative analysis of adaptive synthetic-nominal (adasyn-n) and adaptive synthetic-knn (adsyn-knn) methods for data with nominal-multi categories features
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,The classification of fetus gender on ultrasound images using learning vector quantization (LVQ),"IMD Maysanjaya, HA Nugroho, NA Setiawan",5,2014,The classification of fetus gender on ultrasound images using learning vector quantization (LVQ)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Ekstraksi Ciri Dan Pengenalan Tutur Vokal Bahasa Indonesia Menggunakan Metode Discrete Wavelet Transform (DWT) dan Dynamic Time Warping (DTW),"A Asni, R Hidayat, NA Setiawan",5,2014,Feature Extraction and Recognition of Indonesian Vocal Speech Using the Discrete Wavelet Transform (DWT) and Dynamic Time Warping (DTW) Methods
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Electric vehicle battery dynamics modelling using support vector machine,"IA Majid, RF Rahman, NA Setiawan, AI Cahyadi",5,2013,Electric vehicle battery dynamics modelling using support vector machine
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Coronary Heart Disease Diagnosis Based on Improved Ensemble Learning,"KA Nugroho, NA Setiawan, TB Adji",5,2013,Coronary Heart Disease Diagnosis Based on Improved Ensemble Learning
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A survey of event detection methods for eye movements classification in smooth-pursuit-based interactive applications,"S Wibirama, S Murnani, NA Setiawan, H Nurlatifa",4,2020,A survey of event detection methods for eye movements classification in smooth-pursuit-based interactive applications
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,An effective quantum inspired genetic algorithm for continuous multiobjective optimization,"JB Abraham, O Wahyunggoro, NA Setiawan",4,2019,An effective quantum inspired genetic algorithm for continuous multiobjective optimization
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Audiosonic Acoustic Detection of Air Corona Discharge based on Fast Fourier Transform,"M Wahyudi, T Tumiran, IMY Negara, NA Setiawan, B Sugiyantoro",4,2019,Audiosonic Acoustic Detection of Air Corona Discharge based on Fast Fourier Transform
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Development and evaluation of adaptive metacognitive scaffolding for algorithm‐learning system,"I Hidayah, TB Adji, NA Setiawan",4,2019,Development and evaluation of adaptive metacognitive scaffolding for algorithm‐learning system
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Identification of Plasmodium falciparum and Plasmodium vivax on digital image of thin blood films,"HA Nugroho, MS Wibawa, NA Setiawan, EEH Murhandarwati, ...",4,2019,Identification of Plasmodium falciparum and Plasmodium vivax on digital image of thin blood films
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Discrete bacterial foraging optimization for resource allocation in macrocell‐femtocell networks,"H Lalin, IW Mustika, NA Setiawan",4,2018,Discrete bacterial foraging optimization for resource allocation in macrocell‐femtocell networks
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Enhancing student clustering to generate adaptive metacognitive instructions in learning system for vocational high school,"I Hidayah, TB Adji, NA Setiawan, NA Rahman",4,2018,Enhancing student clustering to generate adaptive metacognitive instructions in learning system for vocational high school
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparison of distributed K-means and distributed fuzzy C-means algorithms for text clustering,"IMA Agastya, TB Adji, NA Setiawan",4,2017,Comparison of distributed K-means and distributed fuzzy C-means algorithms for text clustering
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Finding The Most Important Actor in Online Crowd by Social Network Analysis,"I Yuliana, PI Santosa, NA Setiawan",4,2017,Finding The Most Important Actor in Online Crowd by Social Network Analysis
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Penghitungan k-NN pada Adaptive Synthetic-Nominal (ADASYN-N) dan Adaptive Synthetic-kNN (ADASYN-kNN) untuk Data Nominal-Multi Kategori,"S Rahayu, TB Adji, NA Setiawan",4,2017,Calculation of k-NN on Adaptive Synthetic-Nominal (ADASYN-N) and Adaptive Synthetic-kNN (ADASYN-kNN) for Nominal-Multi-Category Data
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,DGA-Based Early Transformer Fault Detection using GA-Optimized ANN,"TH Dwiputranto, NA Setiawan, TB Adji",3,2021,DGA-Based Early Transformer Fault Detection using GA-Optimized ANN
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Multiclass classification of brain-computer interface motor imagery system: A systematic literature review,"AWD Boernama, NA Setiawan, O Wahyunggoro",3,2021,Multiclass classification of brain-computer interface motor imagery system: A systematic literature review
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Generation of synthetic continuous numerical data using generative adversarial networks,"AH Aziira, NA Setiawan, I Soesanti",3,2020,Generation of synthetic continuous numerical data using generative adversarial networks
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,"A Survey of Signal Processing Filters, Calibration, and Interactive Applications based on Smooth Pursuit Eye Movement","ID Sukawati, S Wibirama, NA Setiawan, MKM Amin",3,2019,"A Survey of Signal Processing Filters, Calibration, and Interactive Applications based on Smooth Pursuit Eye Movement"
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Premature Ventricular Contraction (PVC) Detection Using R Signals,"BA Pramudita, AF Nugraha, HA Nugroho, NA Setiawan",3,2019,Premature Ventricular Contraction (PVC) Detection Using R Signals
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,EEG motor imagery signal classification using firefly support vector machine,"BA Pramudita, S Wibirama, LI Izhar, NA Setiawan",3,2018,EEG motor imagery signal classification using firefly support vector machine
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Performance Improvement of C4. 5 Algorithm using Difference Values Nodes in Decision Tree,"HW Nugroho, TB Adji, NA Setiawan",3,2018,Performance Improvement of C4. 5 Algorithm using Difference Values Nodes in Decision Tree
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,User-Centered Design on Metacognitive Training System: A Case in Algorithm and Data Structure Course,"I Hidayah, TB Adji, NA Setiawan, S Fauziati, R Hartanto, MA Gumilang",3,2018,User-Centered Design on Metacognitive Training System: A Case in Algorithm and Data Structure Course
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perbandingan Algoritme-algoritme Pembelajaran Mesin pada Klasifikasi SMS Spam,"E Zuviyanto, TB Adji, NA Setiawan",3,2018,Comparison of Machine Learning Algorithms on SMS Spam Classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,User interface design for android-based family genealogy social media,"M Pratama, NA Setiawan, S Wibirama",3,2017,User interface design for android-based family genealogy social media
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Enhanced graph transforming algorithm to solve transitive dependency between vertices,"TB Adji, NA Setiawan",3,2017,Enhanced graph transforming algorithm to solve transitive dependency between vertices
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Interval type-2 fuzzy logic system for diagnosis coronary artery disease,"AM Sajiah, NA Setiawan, O Wahyunggoro",3,2016,Interval type-2 fuzzy logic system for diagnosis coronary artery disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Modified relevance frequency feature weighting for email spam classification,"TB Adji, A Taufikurrahman, NA Setiawan",3,2016,Modified relevance frequency feature weighting for email spam classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analytical incremental learning: Fast constructive learning method for neural network,"SAI Alfarozi, NA Setiawan, TB Adji, K Woraratpanya, K Pasupa, ...",3,2016,Analytical incremental learning: Fast constructive learning method for neural network
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Appropriate data mining technique and algorithm for using in analysis of customer relationship management (CRM) in bank industry,"MM Maghfirah, TB Adji, NA Setiawan",3,2015,Appropriate data mining technique and algorithm for using in analysis of customer relationship management (CRM) in bank industry
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Peran Dimensi-Dimensi PeGI dalam Penyusunan Rencana Induk/Rencana Strategis Pengembangan E-Government dengan Menggunakan Kerangka Kerja Arsitektur TOGAF®,"E Nugroho, NA Setiawan, DH Setyadi",3,2015,The Role of PeGI Dimensions in the Preparation of Master Plans/Strategic Plans for E-Government Development Using the TOGAF® Architectural Framework
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Seleksi Rule Menggunakan Rough Set Theory Untuk Diagnosis Penyakit Tuberkulosis,"S Suhardi, NA Setiawan, I Hidayah",3,2014,Rule Selection Using Rough Set Theory for Diagnosis of Tuberculosis
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Seleksi Fitur Berbasis Komputer Untuk Diagnosis Penyakit Jantung Koroner,"DW Prabowo, NA Setiawan, HA Nugroho",3,2014,Computer-Based Feature Selection for Coronary Heart Disease Diagnosis
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,"Remote Sensing Technology for Land Farm Mapping Based on NDMI, NDVI, and LST Feature","AF Mabrur, NA Setiawan, I Ardiyanto",3,,"Remote Sensing Technology for Land Farm Mapping Based on NDMI, NDVI, and LST Feature"
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Rough-Set-Theory-Based Classification with Optimized k-Means Discretization,"TH Dwiputranto, NA Setiawan, TB Adji",2,2022,Rough-Set-Theory-Based Classification with Optimized k-Means Discretization
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Best performance comparative analysis of architecture deep learning on ct images for lung nodules classification,"S Sari, I Soesanti, NA Setiawan",2,2021,Best performance comparative analysis of architecture deep learning on ct images for lung nodules classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Logistic Regression based Feature Selection and Two-Stage Detection for EEG based Motor Imagery Classification,"A Wijaya, TB Adji, NA Setiawan",2,2021,Logistic Regression based Feature Selection and Two-Stage Detection for EEG based Motor Imagery Classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Insects identification with convolutional neural network technique in the sweet corn field,"AP Naufal, C Kanjanaphachoat, A Wijaya, NA Setiawan, RE Masithoh",2,2021,Insects identification with convolutional neural network technique in the sweet corn field
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparison of data mining algorithms for pressure prediction of crude oil pipeline to identify congeal,"A Santoso, FD Wijaya, NA Setiawan, J Waluyo",2,2021,Comparison of data mining algorithms for pressure prediction of crude oil pipeline to identify congeal
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Improving multi-class EEG-motor imagery classification using two-stage detection on one-versus-one approach,"A Wijaya, TB Adji, NA Setiawan",2,2020,Improving multi-class EEG-motor imagery classification using two-stage detection on one-versus-one approach
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Severity Level of An Insulator in Polluted and Dry Conditions Based on Ultraviolet Emission,"M Wahyudi, NA Setiawan, K Pambudi, D Saputra",2,2020,Severity Level of An Insulator in Polluted and Dry Conditions Based on Ultraviolet Emission
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Comparative analysis of signal denoising methods for object selection in gaze-based interactive applications,"S Murnani, S Wibirama, NA Setiawan",2,2019,Comparative analysis of signal denoising methods for object selection in gaze-based interactive applications
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,An improved pupil localization technique for real-time video-oculography under extreme eyelid occlusion,"SMT Wibirama S, Ardiyanto I, Satriya T, Adji TB, Setiawan NA",2,2019,An improved pupil localization technique for real-time video-oculography under extreme eyelid occlusion
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Narrow window feature extraction for EEG-motor imagery classification using k-NN and voting scheme,"A Wijaya, TB Adji, NA Setiawan",2,2018,Narrow window feature extraction for EEG-motor imagery classification using k-NN and voting scheme
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Rule-Based Data Mining for Diagnosis of Coronary Heart Disease,"HA Nugroho, D Normawati, NA Setiawan, WKZ Oktoeberza",2,2017,Rule-Based Data Mining for Diagnosis of Coronary Heart Disease
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Manajemen Risiko Infrastruktur Cloud Pemerintah Menggunakan Nist Framework Studi Kasus Lembaga Ilmu Pengetahuan Indonesia (LIPI),"WS Prabowo, NA Setiawan, MH Muslim, YS Utama",2,2017,Government Cloud Infrastructure Risk Management Using Nist Framework Case Study Indonesian Institute of Sciences (LIPI)
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,R-peaks detection method for classifying arrhythmia disorder,"AF Nugraha, BA Pramudita, NA Setiawan, HA Nugroho",2,2017,R-peaks detection method for classifying arrhythmia disorder
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Cascade neural network for predicting epitope on P24 HIV-1,"M Rosyda, TB Adji, NA Setiawan",2,2016,Cascade neural network for predicting epitope on P24 HIV-1
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Seleksi Fitur Menggunakan Metode Kombinasi Algoritme Genetika Dan Sequential Minimal Optimization Untuk Klasifikasi Halaman Web,"H Noviyanto, TB Adji, NA Setiawan",2,2016,Feature Selection Using A Combination Method Of Genetic Algorithms And Sequential Minimal Optimization For Web Page Classification
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Analysis of Digital Image Using Pyramidal Gaussian Method to Detect Pavement Crack,"S Riyadi, A Sugiarto, SA Putra, NA Setiawan",2,2015,Analysis of Digital Image Using Pyramidal Gaussian Method to Detect Pavement Crack
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Peningkatan Nilai Recall dan Precision pada Penelusuran Informasi Pustaka Berbasis Semantik (Studi Kasus: Sistem Informasi Ruang Referensi Jurusan Teknik Elektro dan Teknologi …,"KDP Novianti, NA Setiawan, SS Kusumawardani",2,2015,"Increasing Recall and Precision Values ​​in Searching Semantic-Based Library Information (Case Study: Reference Room Information System, Department of Electrical Engineering and Technology …"
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Perbandingan Metode Diskretisasi Untuk Berbagai Macam Algoritma Machine Learning,"F Ihsan, NA Setiawan, W Najib",2,2013,Comparison of Discretization Methods for Various Machine Learning Algorithms
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,The development of 3D curve dynamic path planning simulation in cluttered environment,"TB Adji, HH Triharminto, NA Setiawan, AS Prabuwono",2,2012,The development of 3D curve dynamic path planning simulation in cluttered environment
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,A knowledge discovery from incomplete coronary artery disease datasets using rough set,"NA Setiawan, PA Venkatachalam, MH Ahmad Fadzil",2,2011,A knowledge discovery from incomplete coronary artery disease datasets using rough set
"Ir. Noor Akhmad Setiawan, S.T., M.T., Ph.D., IPM.",Data & AI,Diagnosis Gangguan Permulaan Transformator Daya Dengan Jaringan Syaraf Tiruan,NA Setiawan,2,2005,Diagnosis of Initial Fault of a Power Transformer With an Artificial Neural Network
